,activeinvestors,alternateofficecount,businessstatus,companyalsoknownas,companyfinancingstatus,companyformername,companyid,companylegalname,companyname,description,employees,exchange,facebookprofileurl,financingstatusnote,firstfinancingdate,firstfinancingdealclass,firstfinancingdealtype,firstfinancingdealtype2,firstfinancingdealtype3,firstfinancingsize,firstfinancingsizestatus,firstfinancingstatus,formerinvestors,growthrate,growthratechange,growthratepercentchange,growthratepercentile,hqaddressline1,hqaddressline2,hqcity,hqcountry,hqemail,hqfax,hqglobalregion,hqglobalsubregion,hqlocation,hqphone,hqpostcode,hqstate_province,keywords,lastfinancingdate,lastfinancingdealclass,lastfinancingdealtype,lastfinancingdealtype2,lastfinancingdealtype3,lastfinancingsize,lastfinancingsizestatus,lastfinancingstatus,lastupdated,linkedinprofileurl,ownershipstatus,parentcompany,pitchbookprofilelink,primaryindustrycode,primaryindustrygroup,primaryindustrysector,sizemultiple,sizemultiplechange,sizemultiplepercentchange,sizemultiplepercentile,socialgrowthrate,socialgrowthratepercentile,socialsizemultiple,socialsizemultiplepercentile,ticker,totalraised,twitterfollowers,twitterfollowerschange,twitterfollowerspercentchange,twittergrowthrate,twittergrowthratepercentile,twitterprofileurl,twittersizemultiple,twittersizemultiplepercentile,universe,webgrowthrate,webgrowthratepercentile,website,websizemultiple,websizemultiplepercentile,wrds_src,yearfounded
26,1.0,,Generating Revenue,CES,Private Equity-Backed,,100002-97,Career Educational Services Inc.,Career Educational Services,"Provider of educational services. The company's focus lies in providing the services to leverage the expertise of a skilled workforce in the field of pharmacy. Its programs include pharmacy technician training, Clinical Medical Assistant (CCMA), Medical Billing and Coding (CBCS) and Registered Dental Assistant (RDA).",,,,The company received an undisclosed amount of development capital from Bravo Equity Partners.,,Private Equity,PE Growth/Expansion,,,,,Completed,,0.0,0.0,0.0,13.0,P.O. Box 174627,,Arlington,United States,info@careereducationalservices.com,,Americas,North America,"Arlington, TX",+1 (817) 716-2716,76003,Texas,"career training courses, career training program, educational services, medical training, medical training courses, medical training service",,Private Equity,PE Growth/Expansion,,,,,Completed,2021-06-08,,Privately Held (backing),,https://my.pitchbook.com?c=100002-97,Education and Training Services (B2B),Commercial Services,Business Products and Services (B2B),0.13,0.0,0.0,8.0,,,,,,,,,,,,,,,Private Equity,0.0,10.0,www.careereducationalservices.com,0.13,8.0,pe_na,
27,,1.0,Generating Revenue,,Corporate Backed or Acquired,,100003-06,Labouré Roi SAS,Labouré Roi,Producer of alcoholic beverages. The company owns and operates vineyards and engages in the production of different types of wine and beverages.,,,https://www.facebook.com/login.php?next=https://m.facebook.com/laboureroi&refsrc=https://m.facebook.com/laboureroi&_rdr,"The company was acquired by Henri Maire (XPAR: MAIR) for EUR 11 million on October 8, 2013.",2013-10-08,Corporate,Merger/Acquisition,Corporate Divestiture,,14.81599876,Actual,Completed,1.0,0.0,0.0,0.0,13.0,13 Rue Lavoisier,,Nuits Saint Georges,France,contact@laboure-roi.com,,Europe,Western Europe,"Nuits Saint Georges, France",+33 (0)3 80 62 64 00,21700,,"alcoholic beverages, vineyard, wine distillery",2013-10-08,Corporate,Merger/Acquisition,Corporate Divestiture,,14.81599876,Actual,Completed,2021-06-08,,Acquired/Merged (Operating Subsidiary),Henri Maire,https://my.pitchbook.com?c=100003-06,Beverages,Consumer Non-Durables,Consumer Products and Services (B2C),1.07,0.0,0.0,52.0,,,,,,,,,,,,,,,M&A,0.0,10.0,www.maison-laboure-roi.com,1.07,52.0,ot_row,1832.0
28,,,Generating Revenue,,Corporate Backed or Acquired,,100007-74,Beck Advisory Group LLC,Beck Advisory Group,"Provider of financial advisory services. The company provides accounting, regulatory, transaction and business consulting services to physician practices.",7.0,,,"The company was acquired by CliftonLarsonAllen for an undisclosed amount on August 1, 2013. The company is no longer actively tracked by PitchBook.",2013-08-01,Corporate,Merger/Acquisition,,,,,Completed,,,,,,800 West Idaho Street,Suite 300,Boise,United States,,,Americas,North America,"Boise, ID",,83702,Idaho,"accounting service, business consulting service, financial advisory service",2013-08-01,Corporate,Merger/Acquisition,,,,,Completed,2021-04-21,,Acquired/Merged,,https://my.pitchbook.com?c=100007-74,Consulting Services (B2B),Commercial Services,Business Products and Services (B2B),,,,,,,,,,,,,,,,,,,M&A,,,,,,ot_na,2010.0
29,14.0,,Generating Revenue,Luna Pharmaceuticals,Venture Capital-Backed,Priwater,100003-15,Premama Inc.,Premama,"Retailer of supplements designed to soothe symptoms of morning sickness and minimize iron-induced constipation of pregnant women. The company offers supplements that are vegan, gluten-free and non-GMO, enabling women to stay healthy during pregnancy and keep their child safe.",7.0,,https://www.facebook.com/premamawellness,"The company closed on $5.9 million of an undisclosed targeted amount of venture funding on February 8, 2021.",,Other,Grant,,,0.025,Actual,Completed,,-1.44,-0.01,-0.71,3.0,244 Weybosset Street,Suite 3,Providence,United States,hello@premamawellness.com,,Americas,North America,"Providence, RI",+1 (401) 383-0299,02903,Rhode Island,"fertility care, maternity food, postnatal care, pregancy nutrition, prenatal supplements, prenatal vitamins, prenatal vitamins drink",2021-02-08,Venture Capital,Later Stage VC,,,5.9,Estimated,Announced/In Progress,2021-06-09,http://www.linkedin.com/company/luna-pharmaceuticals-inc-,Privately Held (backing),,https://my.pitchbook.com?c=100003-15,Specialty Retail,Retail,Consumer Products and Services (B2C),3.77,0.01,0.35,80.0,-0.13,14.0,5.19,79.0,,14.57,1647.0,-3.0,-0.18,-0.13,14.0,https://twitter.com/premamawellness,5.19,79.0,"Debt Financed, Private Equity, Venture Capital",-6.26,1.0,www.premamawellness.com,6.0,85.0,vc_na,2011.0
30,,,,Teton Project,Corporate Backed or Acquired,,100003-60,,The Teton Project,Teton project is located in prolific eastern McKenzie County and is prospective for Middle Bakken and Three Forks development. The Teton Project is engaged in the oil and gas exploration and production in North Dakota.,,,,"A 2.15% stake in the Teton project was acquired by Black Ridge Oil & Gas (OTCQB: ANFC) for an undisclosed amount on November 18, 2014. The Teton Project is no longer actively tracked by PitchBook.",2014-11-18,Corporate,Corporate,Corporate,,,,Completed,,,,,,,,,United States,,,Americas,North America,ND,,,North Dakota,"gas production, oil exploration, oil service",2014-11-18,Corporate,Corporate,Corporate,,,,Completed,2021-04-21,,Acquired/Merged,,https://my.pitchbook.com?c=100003-60,Gas Utilities,Utilities,Energy,,,,,,,,,,,,,,,,,,,M&A,,,,,,ot_na,
31,,,Profitable,,Corporate Backed or Acquired,,100004-05,Hundt & Weber GmbH,Hundt & Weber,Manufacturer of cylinder bearings. The company is engaged in manufacturing iron heavy metal casting and cylinder bearings.,90.0,,,"The company was acquired by Lebronze Alloys Germany for an undisclosed amount on August 1, 2013. The company is no longer actively tracked by PitchBook.",2005-01-01,Bankruptcy,Bankruptcy: Liquidation,,,,,Completed,1.0,0.0,0.0,0.0,13.0,Birlenbacher Strasse 1,,Siegen,Germany,info@hundtundweber.de,+49 (0)27 1890 3929 0,Europe,Western Europe,"Siegen, Germany",+49 (0)27 1890 390,57078,,"cylinders bearing, iron casting, metal casting",2013-08-01,Corporate,Merger/Acquisition,Corporate Divestiture,,,,Completed,2021-06-08,,Acquired/Merged (Operating Subsidiary),Lebronze Alloys Germany,https://my.pitchbook.com?c=100004-05,"Other Metals, Minerals and Mining","Metals, Minerals and Mining",Materials and Resources,1.13,0.0,0.0,54.0,,,,,,,,,,,,,,,M&A,0.0,10.0,www.hundtundweber.de,1.13,53.0,ot_row,1889.0
32,,,Profitable,LENC,Private Equity-Backed,,100004-32,Laboratório de Engenharia e Consultoria Ltda.,Laboratório de Engenharia e Consultoria,"Provider of engineering services. The company engages in designing, consulting and management of engineering projects. It develops, constructs and sells real estates, residential, metro, bridges, flyovers and shopping malls.",450.0,,https://www.facebook.com/LENC-Engenharia,"The company was acquired by Groupe Egis, via its financial sponsor Caisse des Depots Group, through an LBO on November 26, 2014 for an undisclosed sum. The company is no longer actively tracked by PitchBook.",2014-11-26,Private Equity,Buyout/LBO,Add-on,,,,Completed,,,,,,"R. Catequese, 78 - Butantã",,Sao Paulo,Brazil,lenc@lenc.com.br,+55 11 2134 7575,Americas,South America,"Sao Paulo, Brazil",+55 11 2134 7577,05502,,"bridges, real estate",2014-11-26,Private Equity,Buyout/LBO,Add-on,,,,Completed,2021-04-01,http://www.linkedin.com/company/lenc-lab-de-engenharia,Acquired/Merged,,https://my.pitchbook.com?c=100004-32,Construction and Engineering,Commercial Services,Business Products and Services (B2B),,,,,,,,,,,,,,,,https://twitter.com/LENCEngenharia,,,Private Equity,,,www.lenc.com.br,,,pe_row,1975.0
33,,,Generating Revenue,ASD,Corporate Backed or Acquired,,100004-41,Advanced Software Design Corp.,Advanced Software Design,"Developer of fraud protection software. The company is engaged in designing and developing software for banks, credit unions, and financial service companies to efficiently detect and prevent payments fraud, mitigate losses, money laundering and reduce operating costs.",,,,"The company was acquired by ARGO Data Resource for an undisclosed amount on August 1, 2013. The company is no longer actively tracked by PitchBook.",2013-08-01,Corporate,Merger/Acquisition,,,,,Completed,,,,,,100 York Boulevard,Suite 210,Richmond Hill,Canada,,,Americas,North America,"Richmond Hill, Canada",,L4B 1J8,Ontario,"fraud detection, fraud protection software, security protection software",2013-08-01,Corporate,Merger/Acquisition,,,,,Completed,2021-04-21,,Acquired/Merged,,https://my.pitchbook.com?c=100004-41,Business/Productivity Software,Software,Information Technology,,,,,,,,,,,,,,,,,,,M&A,,,,,,ot_na,1994.0
34,,,Generating Revenue,,Corporate Backed or Acquired,,100004-68,"Northeast Agencies, Inc.",Northeast Agencies,Wholesaler of insurance policies. The company operates as a commercial wholesaler of insurance policies for agency networks.,51.0,,,"The company was acquired by Ivantage Select Agency, a subsidiary of Allstate (NYSE: ALL) for $23.5 million on August 1, 2013. The company is no longer actively tracked by PitchBook.",2006-12-05,Corporate,Merger/Acquisition,,,,,Completed,1.0,,,,,6467 Main Street,Suite 104,Williamsville,United States,,,Americas,North America,"Williamsville, NY",,14221,New York,"insurance agent, insurance policy, insurance wholesaler",2013-08-01,Corporate,Merger/Acquisition,Corporate Divestiture,,23.5,Actual,Completed,2021-04-21,,Acquired/Merged,,https://my.pitchbook.com?c=100004-68,Insurance Brokers,Insurance,Financial Services,,,,,,,,,,,,,,,,,,,M&A,,,www.neagencies.com,,,ot_na,1984.0
35,,3.0,Out of Business,WEL,Formerly VC-backed,,100004-77,"World Energy Labs, Inc.",World Energy Labs,Provider of research and development and the commercialization of technology services. The company is focused on the commercialization of advanced diagnostic technologies for evaluating the state of health and other critical parameters for energy storage and energy conversion devices as well as other ElectroChemical systems.,,,https://www.facebook.com/103121089755834,The company is no longer actively in business and no longer actively tracked by PitchBook.,2006-11-30,Venture Capital,Later Stage VC,Series A,,1.88405,Actual,Completed,1.0,,,,,1 Sutter Street,Suite 707,San Francisco,United States,mail@worldenergylabs.com,+1 (415) 963-4123,Americas,North America,"San Francisco, CA",+1 (800) 435-6817,94104,California,"diagnostic technology, electrochemical device, fuel cell, maintenance requirement, research and development",,Bankruptcy,Bankruptcy: Liquidation,,,,,Completed,2021-04-21,http://www.linkedin.com/company/world-energy-labs,Out of Business,,https://my.pitchbook.com?c=100004-77,Electrical Equipment,Commercial Products,Business Products and Services (B2B),,,,,,,,,,7.043102,,,,,,,,,Venture Capital,,,www.worldenergylabs.com,,,ot_na,1999.0
36,,3.0,Out of Business,WEL,Formerly VC-backed,,100004-77,"World Energy Labs, Inc.",World Energy Labs,Provider of research and development and the commercialization of technology services. The company is focused on the commercialization of advanced diagnostic technologies for evaluating the state of health and other critical parameters for energy storage and energy conversion devices as well as other ElectroChemical systems.,,,https://www.facebook.com/103121089755834,The company is no longer actively in business and no longer actively tracked by PitchBook.,2006-11-30,Venture Capital,Later Stage VC,Series A,,1.88405,Actual,Completed,1.0,,,,,1 Sutter Street,Suite 707,San Francisco,United States,mail@worldenergylabs.com,+1 (415) 963-4123,Americas,North America,"San Francisco, CA",+1 (800) 435-6817,94104,California,"diagnostic technology, electrochemical device, fuel cell, maintenance requirement, research and development",,Bankruptcy,Bankruptcy: Liquidation,,,,,Completed,2021-04-21,http://www.linkedin.com/company/world-energy-labs,Out of Business,,https://my.pitchbook.com?c=100004-77,Electrical Equipment,Commercial Products,Business Products and Services (B2B),,,,,,,,,,7.043102,,,,,,,,,Venture Capital,,,www.worldenergylabs.com,,,vc_na,1999.0
37,,,Generating Revenue,,Corporate Backed or Acquired,,100004-86,,Portamedic,"Provider of health information services. The company is engaged in the growth supporting wellness programs, clinical research, and government studies.",,,,"The Portamedic unit of Hooper Holmes (AMEX:HH) was acquired by American Para Professional Systems for $8.4 million on September 30, 2013. The company is no longer actively tracked by PitchBook.",2013-09-30,Corporate,Merger/Acquisition,Corporate Divestiture,,8.4,Actual,Completed,1.0,,,,,170 Mount Airy Road,,Bernards,United States,,,Americas,North America,"Bernards, NJ",,07920,New Jersey,"clinical research, health information service, health research",2013-09-30,Corporate,Merger/Acquisition,Corporate Divestiture,,8.4,Actual,Completed,2021-04-21,,Acquired/Merged,,https://my.pitchbook.com?c=100004-86,Other Healthcare,Other Healthcare,Healthcare,,,,,,,,,,,,,,,,,,,M&A,,,www.eportamedic.com,,,ot_na,
38,,,Profitable,,Corporate Backed or Acquired,,100005-04,KLH Massivholz GmbH,KLH Massivholz,"Provider of saw milling and glued laminated timber. The company provides structural wall, ceiling and roofing elements, as well as floors, timber boards, crosswise laminates and cross-laminated timber panels.",175.0,,https://www.facebook.com/klhmassivholzgmbh,"WOC Beteiligungsgesellschaft sold a 25.1% stake in the company to Johann Offner for an undisclosed amount on August 1, 2013. The company is no longer actively tracked by PitchBook.",2012-03-08,Corporate,Merger/Acquisition,,,,,Completed,1.0,0.01,0.0,0.0,88.0,Katsch an der Mur Nr. 202,,Murau,Austria,office@klh.at,+43 (0)358 8883 520,Europe,Western Europe,"Murau, Austria",+43 (0)358 8883 50,8842,,"laminated timber, timber panels, wood product",2013-08-01,Corporate,Secondary Transaction - Private,,,,,Completed,2021-06-08,,Acquired/Merged (Operating Subsidiary),Johann Offner,https://my.pitchbook.com?c=100005-04,Wood/Hard Products,Forestry,Materials and Resources,27.0,0.0,0.0,97.0,,,,,,,,,,,,,,,M&A,0.01,90.0,www.klh.at,27.0,97.0,ot_row,1999.0
39,,,,,Corporate Backed or Acquired,,100005-22,,An Office Scheme in UK,Provider of an office scheme. The company provides an office scheme for various organizations of UK.,,,,"The property was acquired by Derwent London for GBP 75 million on November 27, 2014.",2014-11-27,Corporate,Merger/Acquisition,,,118.51274407,Actual,Completed,,,,,,,,,United Kingdom,,,Europe,Western Europe,United Kingdom,,,,"business park, commercial infrastructure, property leasing",2014-11-27,Corporate,Merger/Acquisition,,,118.51274407,Actual,Completed,2021-04-21,,Privately Held (backing),,https://my.pitchbook.com?c=100005-22,Buildings and Property,Other Business Products and Services,Business Products and Services (B2B),,,,,,,,,,,,,,,,,,,M&A,,,,,,ot_row,
40,1.0,,Generating Revenue,,Corporation,Co-Signer.com,100005-40,Cross Click Media Inc,Cross Click Media,"Cross Click Media Inc Is engaged in the marketing service industry. It provides multiple marketing techniques for small business branding which can impact its clients' corporate image, grow their service or product brands and engage their customers by driving purchases, establishing trust and building brand loyalty. It has developed a multi-channel marketing program known as the Ad Wheel.",16.0,,https://www.facebook.com/crossclickmediainc,"The company acquired Southern Products through a reverse merger, resulting in the combined entity trading on the OTC exchange under the ticker symbol COSR on August 12, 2013. The company is no longer actively tracked by PitchBook.",2013-08-12,Corporate,Reverse Merger,,,,,Completed,,0.0,0.0,0.0,13.0,8275 South Eastern Avenue,Suite 200-661,Las Vegas,United States,,,Americas,North America,"Las Vegas, NV",+1 (855) 873-7992,89123,Nevada,"credit services, home rent, home-renting application, real estate",2013-08-12,Corporate,Reverse Merger,,,,,Completed,2021-06-08,,Privately Held (no backing),,https://my.pitchbook.com?c=100005-40,Media and Information Services (B2B),Commercial Services,Business Products and Services (B2B),0.47,0.0,0.14,31.0,0.0,41.0,0.15,21.0,,,46.0,-1.0,-2.13,0.0,41.0,https://twitter.com/crossclickmedia,0.15,21.0,Publicly Listed,0.0,10.0,www.crossclickmedia.com,0.8,44.0,ot_na,2013.0
